internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
17027,Phocoena phocoena,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,PHOCOENIDAE,Phocoena,phocoena,,,,,"(Linnaeus, 1758)","<p>Three subspecies of Harbor Porpoises are currently recognized by the Society for Marine Mammalogy’s Committee on Taxonomy (2019). The Pacific Harbor Porpoise (<em>Phocoena phocoena vomerina</em>) occurs in the North Pacific, the Atlantic Harbor Porpoise (<em>P. p. phocoena</em>) has a distribution spanning the North Atlantic from North America to Europe and northwestern Africa, and the Black Sea Harbor Porpoise (<em>P. p. relicta</em>) occurs in the Black Sea (Viaud-Martinez <em>et al</em>. 2007).&#160; In the eastern North Pacific hybrids between Harbor Porpoise and Dall’s Porpoise (<em>Phocoenoides dalli</em>) occur fairly often (Willis <em>et al</em>. 2004, Jefferson et al. 2015). Harbor Porpoises around the Iberian peninsula and northwestern Africa are genetically distinct from those in the rest of the European Atlantic (Fontaine <em>et al</em>., 2010) and Fontaine <em>et al</em>. (2014) suggested they were a new subspecies, <em>P. p. meridionali</em>s. A distinct mitochondrial lineage has been found in one porpoise from West Greenland, which raises the possibility that another Atlantic subspecies exists (IMR/NAMMCO 2019). A recent workshop on the status of Harbor Porpoises in the North Atlantic recognised 18 different assessment units there (IMR/NAMMCO 2019).<br/></p>"
17032,Phocoenoides dalli,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,PHOCOENIDAE,Phocoenoides,dalli,,,,,"(True, 1885)","The Dall’s Porpoise (<em>Phocoenoides dalli</em>) includes animals of two main color morphs: <em>dalli</em>-type and <em>truei</em>-type (Escorza Trevino and Dizon 2000), which are currently recognized by the Committee on Taxonomy of the Society for Marine Mammalogy as subspecies: <em>Phocoenoides dalli dalli</em> and <em>P. d. truei</em> (Rice 1998, Jefferson 2018; Committee on Taxonomy 2017)."
20731,Stenella coeruleoalba,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Stenella,coeruleoalba,,,,,"(Meyen, 1833)","Recent genetic work suggests that the genus <em>Stenella</em> is paraphyletic, and it is likely that the Delphininae will be restructured in coming years (LeDuc <em>et al</em>. 1999, Perrin <em>et al.</em> 2013). Morphological and genetic studies strongly suggest that the Mediterranean and eastern North Atlantic Striped Dolphin populations are isolated from each other, with little or no gene flow across the Strait of Gibraltar (Calzada and Aguilar 1995, García-Martínez <em>et al</em>. 1995, Archer 1997, Gaspari 2004). No subspecies are recognized."
20732,Stenella frontalis,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Stenella,frontalis,,,,,"(G. Cuvier, 1829)","<p>Recent molecular work suggests that the genus <em>Stenella</em> is paraphyletic, and it is likely that the Delphininae (the subfamily to which the species currently belongs) will be restructured in coming years, at which point this species may be assigned to a different genus (LeDuc <em>et al</em>. 1999, Perrin <em>et al</em>. 2013). Some evidence suggests a close relationship with the Indo-Pacific bottlenose dolphin (<em>Tursiops aduncus</em>) (Jefferson <em>et al.</em> 2015). There is a large, heavy form of Atlantic Spotted Dolphin found along the coasts on both sides of the Atlantic (formerly called <em>Stenella plagiodon </em>along the U.S. coast), while a smaller form that is lightly spotted or unspotted as an adult occurs in the Gulf Stream and the central North Atlantic (Perrin <em>et al.</em> 1987, Herzing and Perrin 2018, Viallelle 1997).</span></p>  <p>&#160;</p>"
23211,Ziphius cavirostris,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Ziphius,cavirostris,,,,,"G. Cuvier, 1823","<p>Cuvier’s Beaked Whale (<em>Ziphius cavirostris</em>) is the only species in the monotypic genus <em>Ziphius</em> (Rice 1998, Dalebout <em>et al</em>. 2005). During the 19<sup>th</sup> century numerous specimens of Cuvier’s Beaked Whales were described as new species but none of them have been accepted as valid and a single species is recognized to occur throughout its range.</span></p>"
41711,Eubalaena japonica,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BALAENIDAE,Eubalaena,japonica,,,,,"(Lacépède, 1818)","The taxonomy follows the view of the International Whaling Commission (IWC) Scientific Committee (IWC 2004) and the Convention on Migratory Species (CMS), which now recognize Right Whales in the North Atlantic, North Pacific, and Southern Hemisphere as three distinct species in the genus <em>Eubalaena</em>, namely <em>E. glacialis</em> (North Atlantic Right Whale), <em>E. japonica</em> (North Pacific Right Whale), and <em>E. australis</em> (Southern Right Whale), based mainly on the mtDNA phylogenetic analyses of Rosenbaum <em>et al.</em> (2000). <br/> <br/> In most of the scientific literature prior to 2000, including previous Red Lists (e.g., Baillie and Groombridge 1996), all Northern Hemisphere Right Whales were treated as the single species <em>E. glacialis</em>. <br/> <br/> Rice (1998) classified Right Whales in the North Atlantic, North Pacific and Southern Hemisphere as the single species <em>Balaena glacialis</em>, in the genus <em>Balaena </em>along with <em>B. mysticetus</em>, the Bowhead Whale. While not all cetologists accept that the three Right Whale taxa qualify as full biological species, their clear geographical separation ensures that their treatment as separate taxa for conservation purposes is appropriate.</span>"
133706,Eubalaena japonica Northeast Pacific subpopulation,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BALAENIDAE,Eubalaena,japonica,,,,Northeast Pacific subpopulation,"(Lacépède, 1818)","This is a subpopulation of <em>Eubalaena japonica</em> (Lacépède, 1818).</span>"
12521,Lynx rufus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Lynx,rufus,,,,,"(Schreber, 1777)",Taxonomy is currently under review by the IUCN SSC Cat Specialist Group (2014). Placed in <em>Lynx</em> according to genetic analysis (Johnson <em>et al.</em> 2006).
899,Vulpes lagopus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,CANIDAE,Vulpes,lagopus,,,,,"Linnaeus, 1758","Often included in the genus <em>Alopex</em>, current evidence suggests that inclusion in&#160;<em>Vulpes</em> (<em>sensu</em> Wozencraft 2005) is warranted as <em>Vulpes </em>is otherwise paraphyletic with respect to <em>Alopex</em>.&#160;Nuclear and matrilineal (mitochondrial) DNA unambiguously support the inclusion of <em>Alopex lagopus</em> in <em>Vulpes&#160;</em>(Geffen <em>et al</em>. 1992, Lindblad-Toh <em>et al</em>. 2005, Perini <em>et al</em>. 2010)."
23059,Vulpes velox,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,CANIDAE,Vulpes,velox,,,,,"(Say, 1823)",
61382004,Halichoerus grypus ssp. grypus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PHOCIDAE,Halichoerus,grypus,subspecies,grypus,,,"(Fabricius, 1791)","The taxonomy of the Grey Seal, <em>Halichoerus grypus,</em> has been confusing. Bonner (1981) concluded that there are three populations isolated both geographically and by the timing of reproduction. Chapskii (1975) recognized the three populations as separate subspecies, <em>H. g. grypus</em> in the western North Atlantic, <em>H. g. atlantica</em> in the eastern North Atlantic, and <em>H. g. baltica</em> in the Baltic Sea.<br/> <br/> Rice (1998) recognized two subspecies, <em>H. g. grypus </em>in the western and eastern North Atlantic and <em>H. g. macrorynchus</em> in the Baltic Sea. However, Boskovic <em>et al</em>. (1996) found large differences in mtDNA between the three breeding areas, with the Baltic and east Atlantic populations much closer to one another than to the west Atlantic population. The Society for Marine Mammalogy recognizes two subspecies, the Western Atlantic Grey Seal (<em>H. g. grypus</em>) and the Eastern Atlantic Grey Seal (<em>H. g. macrorynchus</em>) (Committee on Taxonomy 2014). The IUCN Pinniped Specialist Group prefers the common names Northwest Atlantic Grey Seal<em></em> and Northeast Atlantic Grey Seal, and has assessed those subspecies separately. This assessment deals with the Northwest Atlantic Grey Seal subspecies."
8012,Erignathus barbatus ssp. barbatus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PHOCIDAE,Erignathus,barbatus,subspecies,barbatus,,,"(Erxleben, 1777)","Rice (1998) lists two intergrading subspecies of Bearded Seals, <em>Erignathus </em><em>barbatus barbatus</em> in the Atlantic Ocean and peripheral seas and <em>E. </em><em>b. nauticus </em>in the Pacific Ocean and peripheral seas.&#160;The ranges of the two putative subspecies are thought to be divided near the central Canadian Arctic in the west and the Laptev Sea in the east, with the Atlantic Bearded Seal occurring from the central Canadian Arctic east to the central Eurasian Arctic and the Pacific Bearded Seal occurring from the Laptev Sea east to the central Canadian Arctic, including animals in the Sea of Okhotsk (Rice 1998). However, Burns (1981) noted that the boundaries between the subspecies have never been firmly established and he considered subspecific distinction to be an open question. Geographical variation does exist in the calls of bearded seals across their range, suggesting some population substructure (Risch <em>et al</em>. 2007), and recent genetics studies support the recognition of two subspecies (Davis&#160;<em>et al.&#160;</em>2008). This assessment deals with the Atlantic Bearded Seal."
8013,Erignathus barbatus ssp. nauticus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PHOCIDAE,Erignathus,barbatus,subspecies,nauticus,,,"(Pallas, 1811)","Rice (1998) lists two intergrading subspecies of Bearded Seals, <em>Erignathus barbatus nauticus</em> in the Pacific Ocean and peripheral seas and <em>E. b. barbatus</em> in the Atlantic Ocean and peripheral seas. Burns (1981) noted that the boundaries between the subspecies have never been established and he considered subspecific distinction to be an open question. &#160;Recent genetics studies support the recognition of two subspecies (Davis <em>et al.</em> 2008)."
17018,Phoca vitulina ssp. mellonae,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PHOCIDAE,Phoca,vitulina,subspecies,mellonae,,,"Doutt, 1942","According to Rice (1968) there are five commonly recognized subspecies of Harbor Seals: <em>Phoca vitulina richardii</em>, the Eastern Pacific Harbor Seal; <em>P. v. stejnegeri</em>, the Kuril Seal or Western Pacific Harbor Seal; <em>P. v. vitulina</em>, the Eastern Atlantic Harbor Seal; <em>P. v. concolor</em> the Western Atlantic Harbor Seal; and <em>P. v. mellonae</em>, the Ungava Seal, Lacs des Loups Marins Seal, Seal Lake Seal or Freshwater Seal. Berta and Churchill (2011) recognized only one subspecies in the North Pacific and one in marine waters of the North Atlantic. The IUCN Pinniped Specialist Group believes that pending additional studies, conservation and management of Harbor Seals is best served by following Rice (1998) and maintaining the five subspecies.<br/><br/>Smith and Lavigne (1994) conducted a thorough review of the biological evidence and concluded that the designation of <em>P. v. mellonae</em> as a subspecies of <em>Phoca vitulina</em> is warranted."
17021,Phoca vitulina ssp. concolor,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PHOCIDAE,Phoca,vitulina,subspecies,concolor,,,"DeKay, 1842","There are five commonly recognized subspecies of Harbor Seals: <em>Phoca vitulina concolor</em> the Western Atlantic Harbor Seal; <em>P. v. vitulina</em>, the Eastern Atlantic Harbor Seal; <em>P. v. richardii</em>, the Eastern Pacific Harbor Seal; <em>P. v. stejnegeri</em>, the Kuril Seal or Western Pacific Harbor Seal; and <em>P. v. mellonae</em>, the Ungava Seal or Seal Lake Seal (Rice 1998). Berta and Churchill (2011) recognized only one subspecies in the North Atlantic (<em>P. v. vitulina</em>). The IUCN Pinniped Specialist Group believes that pending additional studies, conservation and management of Harbor Seals is best served by following Rice (1998) and maintaining the five subspecies."
17022,Phoca vitulina ssp. richardii,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PHOCIDAE,Phoca,vitulina,subspecies,richardii,,,"(Gray, 1864)","There are five commonly recognized subspecies of Harbor Seals: <em>Phoca vitulina richardii</em>, the Eastern Pacific Harbor Seal; <em>P. v. stejnegeri</em>, the Kuril Seal or Western Pacific Harbor Seal; <em>P. v. vitulina</em>, the Eastern Atlantic Harbor Seal; <em>P. v. concolor</em> the Western Atlantic Harbor Seal; and <em>P. v. mellonae</em>, the Ungava Seal or Seal Lake Seal (Rice 1998). Berta and Churchill (2011) recognized only one subspecies in the North Pacific (<em>P. v. richardii</em>). The IUCN Pinniped Specialist Group believes that pending additional genetics studies, conservation and management of Harbor Seals is best served by following Rice (1998) and maintaining the five subspecies. <br/><br/><em>Phoca vitulina richardii</em> has sometimes been referred to as <em>P. v. richardsi</em>, as suggested by Shaughnessy and Fay (1977), but Rice (1998) and others supported maintenance of the original spelling by Gray (1864), <em>richardii</em>."
17345844,Eumetopias jubatus ssp. monteriensis,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,OTARIIDAE,Eumetopias,jubatus,subspecies,monteriensis,,,"(Schreber, 1776)","In previous IUCN evaluations, Steller Sea Lions have been treated as a single species. The species was listed as two separate stocks (officially called “distinct population segments”) under the US Endangered Species Act (ESA) in 1997 based on the phylogeographic method (Loughlin 1997). Although the strongest evidence for stock separation at the time was the distribution of mtDNA haplotypes across the range, a divergence in population trend was also apparent. Phillips <em>et al.</em> (2009) published a manuscript that argued for sub-species designation for the two stocks based on morphological and genetic studies. The Society for Marine Mammalogy subsequently recognized two subspecies of<span class=""apple-converted-space"">&#160;<em>Eumetopias jubatus</em>,<span class=""apple-converted-space"">&#160;<em>E. j. jubatus</em>&#160;(called the Western Steller Sea Lion) and<span class=""apple-converted-space"">&#160;<em>E. j. monteriensis</em>&#160;(called the Loughlin’s Steller Sea Lion; Committee on Taxonomy 2014). This assessment deals with Loughlin’s Steller Sea Lion<em>.<br/></em></span>"
15108,Odobenus rosmarus ssp. rosmarus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,ODOBENIDAE,Odobenus,rosmarus,subspecies,rosmarus,,,"(Linnaeus, 1758)","The Walrus, <em>Odobenus rosmarus,</em> was in the past divided into three subspecies: the Atlantic Walrus (<em>O. r. rosmarus</em>), the Pacific Walrus (<em>O. r. divergens</em>), and the Laptev Walrus (<em>O. r. laptevi</em>) (Rice 1998). However, the status of the Laptev Walrus has always been somewhat uncertain; animals from this area are described as being intermediate in size between the Pacific and Atlantic forms, with skull morphology most similar to the Pacific subspecies (Fay 1982). Recent analyses of mitochondrial DNA and morphometric data suggest that the taxon <em>O. r. laptevi</em> should be abandoned (Lindqvist <em>et al</em>. 2009). The Walruses found in the Laptev Sea are in all probability the westernmost stock of the Pacific Walrus population.<br/><br/>Regional stocks of Atlantic Walrus have been identified for management purposes (Laidre <em>et al</em>. 2015) but some of these different stocks are in fact animals from within single populations.&#160;It is clear that separate populations occur in East Greenland versus Svalbard-Franz Josef Land (and probably also the Kara and Pechora Seas within the Barents Sea grouping). West Greenland and Canadian walruses are clearly separate from these other populations to the east, but exactly how many separate populations occur within the western part of the range is currently uncertain (Stewart et al. 2014a).</span>"
29684,Ovibos moschatus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Ovibos,moschatus,,,,,"(Zimmermann, 1780)","The question of sub-species is uncertain and in the absence of updated taxonomic studies with more recent techniques, this assessment reflects the Tener’s (1963) conclusions. Tener (1963) used morphological skull measurements and examination of pelage and body size characteristics to conclude the sub-speciation was incipient and thus there was no basis to recognize the sub-species <em>O. m. moschatus</em> and <em>O. m. wardi</em>. A study of mtDNA also did not support the two subspecies (Groves &#160;1997).</span>"
14996,Nyctinomops macrotis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Nyctinomops,macrotis,,,,,"(Gray, 1839)",This species can be called <em>Tadarida molossa</em> but see Husson (1962).
18868,Puma concolor,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Puma,concolor,,,,,"(Linnaeus, 1771)","The taxonomy is currently under review by the IUCN SSC Cat Specialist Group. While 32 subspecies have been classically described, on the basis of genetic analysis Culver <em>et al.</em> (2000) suggest six subspecies as follows: <br/> <br/><em>P. c. cougar</em>: North America <br/><em>P. c. costaricensis</em>: Central America <br/><em>P. c. capricornensis</em>: eastern South America <br/><em>P. c. concolor</em>: northern South America <br/><em>P. c. cabrerae</em>: central South America <br/><em>P. c. puma</em>: southern South America."
12518,Lynx canadensis,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Lynx,canadensis,,,,,"Kerr, 1792",The taxonomy of this species is currently under review by the IUCN SSC Cat Specialist Group. It has been placed in the genus <em>Lynx</em> according to genetic analysis (Johnson <em>et al.</em> 2006).
41687,Ursus americanus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,URSIDAE,Ursus,americanus,,,,,"Pallas, 1780","<p>Although commonly known as the American black bear, coat color (even within a single litter) ranges from black to various shades of brown.&#160; Black-colored bears predominate in the eastern and northern parts of the range, whereas the proportion of brown-colored individuals generally increases moving westward: brown-colored black bears predominate in California, Arizona, New Mexico, and parts of the Rocky Mountains (Rounds 1987).&#160;Variation in color-phase occurs within individual states and provinces, related to habitat and weather (Beecham and Rohlman 1994).&#160; A rare white (non-albino) color phase, associated with a single recessive gene, occurs in coastal British Columbia (Ritland <em>et al</em>. 2001).&#160; A very rare “blue” (grey) color phase known as the Glacier bear occurs in northwestern British Columbia and along the coast of Alaska (McTaggart Cowan 1938, Obbard 1987).<br/> <br/> Sixteen subspecies have been named (Hall 1981).&#160;Some of these gained special protections, particularly in eastern U.S. where recognized subspecies are morphologically distinguishable from cranial morphology (Kennedy <em>et al.</em> 2002). However, these subspecies designations do not correspond with recently documented genetic population clusters (Puckett <em>et al. </em>2015).</p>"
1677,Antilocapra americana,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ANTILOCAPRIDAE,Antilocapra,americana,,,,,"(Ord, 1815)","<em>Antilocapra americana</em> is sometimes included in the family Bovidae along with other antelopes, but was restored to separate family status by Janis and Scott (1987); see also Grubb (2005). Five subspecies have been named but only three are commonly recognized: American Pronghorn (<em>A. a. americana</em>), Sonoran Pronghorn (<em>A. a. sonoriensis</em>), and Baja California Pronghorn (<em>A. a. peninsularis</em>) with most animals belonging to the nominate subspecies (Byers 2011). Mitochondrial DNA analyses since the early 1990s support the idea of clines within a wide-ranging species rather than separate subspecies (O’Gara and Yoakum 2004)."
1869,Aplodontia rufa,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,APLODONTIIDAE,Aplodontia,rufa,,,,,"(Rafinesque, 1817)","Helgen (in Wilson and Reeder 2005) applied the common name ""Sewellel"" to this species."
6091,Cynomys ludovicianus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Cynomys,ludovicianus,,,,,"(Ord, 1815)","After 1975 (Pizzimenti's morphometric analyses), <i>C.ludovicianus arizonensis</i> was no longer recognised as a valid subspecies (Hafner <i>et al</i> 1998).... now a synonym of <i>Cynomys ludovicianus</i>."
6691,Dipodomys ordii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,HETEROMYIDAE,Dipodomys,ordii,,,,,"Woodhouse, 1853",
9240,Glaucomys volans,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Glaucomys,volans,,,,,"(Linnaeus, 1758)",
13451,Microtus oeconomus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,oeconomus,,,,,"(Pallas, 1776)",Small isolated subpopulations are considered separate subspecies (e.g. Netherlands and the Pannonian population).
13452,Microtus pennsylvanicus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,pennsylvanicus,,,,,"(Ord, 1815)","Includes <i>M. nesophilus</i> and <i>M. provectus</i>, island populations that previously were regarded as distinct species (see Modi 1986; Musser and Carleton, in Wilson and Reeder 1993, 2005). <i>Microtus breweri</i> from Muskeget Island, Massachusetts, sometimes has been included in this species but is here considered distinct; see Moyer <i>et al.</i> (1988) for recent study of relationships between these two taxa. <i>Microtus pennsylvanicus</i> has been proposed as conspecific with Old World <i>M. agrestis</i>, but chromosome differences support their recognition as distinct species (see Musser and Carleton 2005)."
13487,Microtus townsendii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,townsendii,,,,,"(Bachman, 1839)",
15338,Onychomys leucogaster,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Onychomys,leucogaster,,,,,"(Wied-Neuwied, 1841)",Will be transferred to family Cricetidae.
16669,Peromyscus leucopus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Peromyscus,leucopus,,,,,"(Rafinesque, 1818)",Will be transferred to family Cricetidae.
19410,Reithrodontomys megalotis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Reithrodontomys,megalotis,,,,,"(Baird, 1857)",Differences in chromosome numbers among populations suggest that two or more sibling species may be subsumed under <i>P. megalotis</i>.
20016,Sciurus niger,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Sciurus,niger,,,,,"Linnaeus, 1758",
23192,Zapus trinotatus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,DIPODIDAE,Zapus,trinotatus,,,,,"Rhoads, 1895",<i>Z. trinotatus</i> and <i>Z. princeps</i> formerly were considered conspecific by some authors; they were regarded as separate species by Baker <i>et al.</i> (2003) and Holden and Musser (in Wilson and Reeder 2005).
41377,Cryptotis parva,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Cryptotis,parva,,,,,"(Say, 1823)","This species formerly included, as subspecies, Central American <i>Cryptotis orophila</i> and <i>C. tropicalis</i>, which were listed as distinct species by Hutterer (in Wilson and Reeder 2005). Some of the other <i>C. parva</i> subspecies may also be distinct species (Hutterer in Wilson and Reeder 2005)."
41385,Sorex arcticus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,arcticus,,,,,"Kerr, 1792","<i>S. a. maritimensis</i> Smith 1939 is now considered a distinct species, as suggested by Volobouev and van Zyll de Jong (1988)."
41389,Sorex bendirii,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,bendirii,,,,,"(Merriam, 1884)",
41392,Sorex cinereus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,cinereus,,,,,"Kerr, 1792",Several formerly recognized subspecies recently have been regarded as distinct species (for example see van Zyll de Jong 1983). A population in western Washington and adjacent British Columbia was recognized as a distinct species (<i>S. rohweri</i>) by Rausch <i>et al.</i> (2007).
41394,Sorex dispar,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,dispar,,,,,"Batchelder, 1911","French and Kirkland (1983) concluded from morphological data that <i>S. dispar</i> and <i>S. gaspensis</i> are not conspecific. However, the only significant difference between the two taxa is size, with <i>S. gaspensis</i> smaller than <i>S. dispar</i> (Kirkland and Van Deusen 1979, French and Kirkland 1983). Yet <i>Sorex dispar</i> exhibits a south to north decreasing cline in body size, suggesting the possibility that <i>S. gaspensis</i> is not a distinct species but rather simply represents the northern extent of the <i>S. dispar</i> cline. Accordingly, Rhymer <i>et al.</i> (2004) found that the apparent distributional gap between <i>S. dispar</i> and <i>S. gaspensis</i> is not as large as previously believed (if in fact it exists at all) and that a morphological cline between <i>dispar</i> and <i>gaspensis</i> cannot be ruled out. Additionally, using mtDNA d-loop sequences, Rhymer <i>et al.</i> (2004) found that <i>S. gaspensis</i> and <i>S. dispar</i> cluster with no taxonomic or geographic structure, suggesting that they are conspecific. Hutterer (in Wilson and Reeder 2005) considers <i>S. dispar</i> to be distinct but this is probably because Rhymer <i>et al.</i> (2004) was published too late to be considered by Hutterer (in Wilson and Reeder 2005)."
41399,Sorex haydeni,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,haydeni,,,,,"Baird, 1857","<i>Sorex haydeni</i> was formerly considered to be a subspecies of <i>S. cinereus</i>, but it has been regarded as a distinct species in recent decades. 
<br>
<br>Recently Brunet <i>et al.</i> (2002) concluded that <i>S. haydeni</i> does not warrant specific status, but Demboski and Cook (2003) found that <i>S. cinereus</i> and <i>S. haydeni</i> do not appear to be sister species and regarded <i>S. haydeni</i> as a valid species. Recent mammal checklists (Baker <i>et al.</i> 2003, Hutterer in Wilson and Reeder 2005) maintain <i>S. haydeni</i> as a distinct species and hence it is included here."
41400,Sorex hoyi,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,hoyi,,,,,"Baird, 1857",Formerly included in the genus <i>Microsorex</i>.
41403,Sorex merriami,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,merriami,,,,,"Dobson, 1890",
41410,Sorex palustris,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,palustris,,,,,"Richardson, 1828","Some recent literature regards <i>Sorex alaskanus</i> as a subspecies of <i>S. palustris</i> (Junge and Hoffman 1981; Jarrel and MacDonald 1989; Jones <i>et al.</i> 1992; Harris, in Wilson and Ruff 1999), whereas other authors have regarded <i>S. alaskanus</i> as a distinct species (Hall 1981; Beneski and Stinson 1987; George 1988; Hutterer, in Wilson and Reeder 1993, 2005; Carraway 1995; Baker <i>et al.</i> 2003). Inadequate material has prevented conclusive studies (Cook <i>et al.</i> 1997). Here it is considered a distinct species."
41421,Sorex trowbridgii,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,trowbridgii,,,,,"Baird, 1857",
41422,Sorex tundrensis,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,tundrensis,,,,,"Merriam, 1900",
41423,Sorex ugyunak,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,ugyunak,,,,,"Anderson &amp; Rand, 1945","Formerly included in <i>S. cinereus</i>; and also regarded as a subspecies of <i>S. jacksoni</i> (van Zyll de Jong 1982). Though recognized as distinct at the species level by van Zyll de Jong (1983), van Zyll de Jong (1982) and Jones <i>et al.</i> (1986) conceded that <i>ugyunak</i> may prove to be conspecific with <i>S. jacksoni</i> of St. Lawrence Island, Alaska. Van zyll de Jong (1991), Jones <i>et al.</i> (1992), and Hutterer (in Wilson and Reeder 1993 and 2005) regarded <i>S. jacksoni</i> and <i>S. ugyunak</i> as a distinct species."
41425,Sorex vagrans,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,vagrans,,,,,"Baird, 1857","<i>Sorex orizabae</i> was included as a subspecies of <i>vagrans</i> by Hennings and Hoffmann (1977), and later included as a subspecies of <i>oreopolus</i> by Junge and Hoffmann (1981), but most recently is considered a separate species by Carraway (2007)."
41451,Blarina brevicauda,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Blarina,brevicauda,,,,,"(Say, 1823)",<i>Blarina carolinensis shermani</i> may be an isolated subspecies of <i>B. brevicauda</i> or a distinct species (George <i>et al.</i> 1986). <i>B. brevicauda</i> was regarded as conspecific with <i>B. carolinensis</i> and <i>B. hylophaga</i> by Hall (1981). <i>Blarina b. telmalestes</i> was regarded as a distinct species by Hall (1981) but not by Jones <i>et al</i>. (1986) or in most other recent accounts.
41458,Condylura cristata,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Condylura,cristata,,,,,"(Linnaeus, 1758)",
41468,Neurotrichus gibbsii,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Neurotrichus,gibbsii,,,,,"(Baird, 1858)",
41469,Parascalops breweri,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Parascalops,breweri,,,,,"(Bachman, 1842)",
41471,Scalopus aquaticus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Scalopus,aquaticus,,,,,"(Linnaeus, 1758)",
41474,Scapanus orarius,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Scapanus,orarius,,,,,"True, 1896",Verts and Carraway (1998) state that a taxonomic revision of the species is warranted.
